#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:tree" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:tree" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter estimate="false" id="popSize.t:tree" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:tree">
#                    <taxonset id="TaxonSet.noncoding" spec="beast.evolution.alignment.TaxonSet">
#                        <alignment filter="1,458-659,897-898" id="noncoding" spec="beast.evolution.alignment.FilteredAlignment">
#                        </alignment>
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:noncoding" name="distribution">
#            <parameter id="gammaShape.s:noncoding" name="x">1.0</parameter>
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@noncoding" id="treeLikelihood.noncoding" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:noncoding" shape="@gammaShape.s:noncoding" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:noncoding" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:noncoding" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:noncoding" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.1stpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="2-457\3,660-896\3" id="1stpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:1stpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:1stpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:1stpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:1stpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:1stpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.2ndpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="3-457\3,661-896\3" id="2ndpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:2ndpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:2ndpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:2ndpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:2ndpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:2ndpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.3rdpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="4-457\3,662-.\3" id="3rdpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:3rdpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:3rdpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:3rdpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:3rdpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:3rdpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.1stpos	treeLikelihood.2ndpos	treeLikelihood.3rdpos	treeLikelihood.noncoding	TreeHeight	gammaShape	CoalescentConstant
67200	-6376.594844330286	-6372.159939025931	-4.434905304355601	-1504.5696563702134	-1143.2513701061694	-2679.0349377501607	-1045.303974799387	0.24182552735247384	0.29247851127761076	-4.14242679307799
67400	-6381.137564887662	-6376.101413868119	-5.036151019542527	-1510.816466128444	-1146.3946084600439	-2670.6952258859637	-1048.1951133936677	0.2368511627878148	0.29247851127761076	-4.7436725082649165
67600	-6379.97947387761	-6373.962874951988	-6.016598925621633	-1514.157388422593	-1154.4400218339943	-2656.458245229447	-1048.9072194659534	0.2410224916736628	0.29247851127761076	-5.724120414344022
67800	-6376.186239550699	-6370.886523708963	-5.299715841735295	-1508.2407245745226	-1152.2287928209246	-2663.1889139754944	-1047.2280923380215	0.2529724377065587	0.29247851127761076	-5.007237330457684
68000	-6376.688041485894	-6371.174265926744	-5.513775559150339	-1513.6231439468272	-1151.8050308208722	-2659.3867471690405	-1046.359343990004	0.25585172952203283	0.29247851127761076	-5.221297047872729
68200	-6375.42561070242	-6370.65405119014	-4.771559512279896	-1507.3639792342233	-1147.9164537536435	-2668.0703434120037	-1047.30327479027	0.25585172952203283	0.29247851127761076	-4.479081001002285
68400	-6384.203140552967	-6379.904992805155	-4.298147747811905	-1507.7716239545719	-1146.1745101749177	-2677.1583072626063	-1048.8005514130596	0.259865145616386	0.29247851127761076	-4.0056692365342945
68600	-6372.297872711201	-6368.04278259374	-4.255090117460757	-1505.247898533495	-1141.4216554331178	-2675.2418547668644	-1046.1313738602637	0.24598719773198663	0.375762255830606	-3.8793278616301503
68800	-6375.131623572835	-6371.346935859208	-3.7846877136267767	-1504.114526454373	-1138.059140892309	-2684.9490930242223	-1044.224175488304	0.2469129091639506	0.375762255830606	-3.4089254577961707
69000	-6375.674226052302	-6370.693365702647	-4.980860349655371	-1507.1379304318746	-1151.0135447627035	-2664.9099445676216	-1047.631945940447	0.25656866745668083	0.375762255830606	-4.605098093824765
69200	-6377.464619286701	-6372.709426328891	-4.755192957810342	-1505.3823201230396	-1147.7148358320476	-2673.0102020167346	-1046.602068357069	0.2538351401547333	0.375762255830606	-4.379430701979737
69400	-6374.041975532827	-6369.257269347378	-4.784706185449085	-1505.7288592210336	-1145.424936353262	-2673.427541104204	-1044.6759326688777	0.24374797969496678	0.375762255830606	-4.408943929618479
69600	-6379.246290419507	-6373.862718456468	-5.38357196303838	-1506.3030540613374	-1153.2970278343212	-2664.035736147451	-1050.2269004133584	0.25008348281310916	0.375762255830606	-5.007809707207774
69800	-6375.265809910507	-6371.074899636776	-4.190910273731802	-1505.4047394500567	-1141.5397993869908	-2679.373429172404	-1044.756931627324	0.24882430957721965	0.375762255830606	-3.815148017901196
70000	-6375.719549682564	-6371.273289590203	-4.446260092361722	-1506.9319734769238	-1142.5004844233981	-2675.4897752695433	-1046.351056420337	0.24882430957721965	0.375762255830606	-4.070497836531116
70200	-6375.929455648705	-6369.844065851481	-6.085389797223561	-1511.3854041039594	-1160.2253757244166	-2649.7869897490377	-1048.4462962740677	0.2620146398481012	0.30893120834237164	-5.77645858888119
70400	-6377.003357070052	-6372.011418320815	-4.991938749236734	-1510.348844584357	-1152.949354852606	-2660.653461149973	-1048.0597577338797	0.26847895258627025	0.30893120834237164	-4.683007540894363
70600	-6375.110504414262	-6370.310233490887	-4.800270923374737	-1506.8493286311482	-1146.9270038264058	-2670.714600552716	-1045.8193004806164	0.2446721585141449	0.30893120834237164	-4.491339715032366
70800	-6376.259288760295	-6371.429060985582	-4.830227774713557	-1506.089216160216	-1150.2041988155183	-2667.549751996099	-1047.5858940137484	0.25818394537765693	0.30893120834237164	-4.521296566371186
71000	-6375.432374279817	-6370.817243579399	-4.615130700418389	-1508.5066298532238	-1148.5044942458871	-2666.2098784537257	-1047.596241026562	0.2643634801162688	0.30893120834237164	-4.306199492076018
71200	-6375.523844633571	-6370.487777881966	-5.036066751604547	-1511.6268953710376	-1153.2348206161678	-2657.7323063726376	-1047.893755522124	0.2736771943203566	0.30893120834237164	-4.727135543262176
71400	-6382.183541360395	-6378.617969847657	-3.565571512737398	-1502.1149127932035	-1136.9639399100502	-2694.8829647635457	-1044.6561523808582	0.22814862252162374	0.30893120834237164	-3.2566403043950265
71600	-6378.673906472823	-6372.989569930641	-5.684336542181728	-1509.4869822318715	-1159.1135013168202	-2655.7411646121373	-1048.6479217698115	0.26870623855591963	0.30893120834237164	-5.375405333839357
71800	-6372.311999075865	-6367.829650244212	-4.482348831652956	-1506.7329818937849	-1143.8221916324571	-2670.13441070387	-1047.1400660140994	0.25239554793508995	0.30893120834237164	-4.173417623310585
72000	-6377.445910139433	-6372.1993725289485	-5.246537610485065	-1508.2307651522171	-1152.3114666566075	-2664.4841887928487	-1047.1729519272744	0.2554849449851957	0.36672753510382466	-4.879810075381241
72200	-6377.129874174935	-6372.729057888517	-4.400816286418445	-1505.7692034796373	-1145.3174631563197	-2675.6824132861575	-1045.959977966402	0.2520513196590537	0.36672753510382466	-4.034088751314621
72400	-6376.848980413809	-6371.314888029279	-5.534092384529815	-1509.5071145774057	-1148.3843013907344	-2664.6474866772	-1048.7759853839389	0.23853633440549266	0.36672753510382466	-5.167364849425991
72600	-6375.109176362062	-6369.27282955849	-5.8363468035717645	-1511.6339683238584	-1152.8830207863266	-2655.8255984665557	-1048.9302419817498	0.2508933421027318	0.36672753510382466	-5.46961926846794
72800	-6375.2032377816495	-6369.118268935219	-6.084968846430622	-1512.4980053501731	-1155.77104155666	-2652.213423395768	-1048.6357986326175	0.2542019615743948	0.36672753510382466	-5.718241311326798
73000	-6379.038347750188	-6373.423805266038	-5.61454248415093	-1510.4543751180358	-1152.3981007421082	-2660.9274939951856	-1049.643835410708	0.25285237106893516	0.36672753510382466	-5.247814949047106
73200	-6376.869992132041	-6371.799643717681	-5.070348414360297	-1509.3539814871558	-1147.9341329453623	-2665.5313699692088	-1048.9801593159534	0.24888533289378484	0.2441140921204517	-4.826234322239846
73400	-6374.659275803901	-6369.86537242787	-4.7939033760309435	-1508.3796271951287	-1146.639957842643	-2666.519648418529	-1048.3261389715694	0.24975913665548277	0.2441140921204517	-4.549789283910492
73600	-6377.011612571688	-6371.971424794621	-5.040187777066689	-1507.834989407755	-1149.8778138634068	-2667.0009834515176	-1047.257638071942	0.24975913665548277	0.2441140921204517	-4.796073684946237
73800	-6377.009313720727	-6372.183008830401	-4.826304890325267	-1508.02174572188	-1148.3416994675877	-2669.085317290035	-1046.734246350899	0.24719381953788255	0.2441140921204517	-4.582190798204816
74000	-6377.844936929001	-6374.232976457518	-3.6119604714829214	-1502.2753419785288	-1133.9704035814862	-2692.507329003403	-1045.4799018941	0.22723380864149592	0.2441140921204517	-3.3678463793624696
74200	-6379.197745303545	-6373.385343081335	-5.812402222210466	-1511.081375321752	-1154.911943810148	-2656.633141372328	-1050.7588825771074	0.24414987885880873	0.2441140921204517	-5.568288130090014
74400	-6377.731510422121	-6372.970465307373	-4.761045114747867	-1509.8848194763877	-1142.6667004434732	-2673.2736651515916	-1047.1452802359204	0.22945853671069777	0.2441140921204517	-4.516931022627416
74600	-6373.532919450813	-6368.306534065428	-5.226385385384346	-1508.1635667278558	-1149.917539765936	-2662.0000153387973	-1048.2254122328386	0.24616316554277198	0.2441140921204517	-4.982271293263895
74800	-6376.452969249031	-6371.695336174525	-4.757633074506207	-1508.2970601102095	-1143.5879424673528	-2670.755522783154	-1049.054810813809	0.23574773131897211	0.2441140921204517	-4.513518982385755
75000	-6377.228390938004	-6372.753482945778	-4.47490799222546	-1506.9355180443695	-1142.9854559848807	-2675.8727083063004	-1046.9598006102278	0.24024492451890264	0.2441140921204517	-4.2307939001050086
75200	-6377.7634890986765	-6372.473331501803	-5.29015759687394	-1512.5806775821072	-1148.7745745437433	-2662.66900760039	-1048.4490717755623	0.2471186512933003	0.2441140921204517	-5.046043504753489
75400	-6377.138513181012	-6371.884071725853	-5.2544414551598475	-1510.912938173453	-1148.3451674634518	-2664.768560362797	-1047.8574057261512	0.23863010440509336	0.2441140921204517	-5.010327363039396
75600	-6377.786841934097	-6373.391979739197	-4.3948621948990985	-1507.170346088214	-1144.9211009880473	-2672.9220078270664	-1048.3785248358697	0.2528845448894683	0.2441140921204517	-4.150748102778647
75800	-6380.447896913384	-6377.153367960807	-3.2945289525766346	-1503.7295854645558	-1135.7229285106664	-2691.5002704156345	-1046.2005835699508	0.24892529885167408	0.2441140921204517	-3.0504148604561827
76000	-6378.593649135251	-6373.46122670089	-5.132422434361247	-1507.4318597957263	-1153.8530409351865	-2660.7745497594374	-1051.4017762105393	0.26154381237287644	0.23322391085825095	-4.899198523502996
76200	-6377.316769951984	-6373.100957670595	-4.215812281389183	-1502.3133309065688	-1142.6069467541881	-2680.2974284471543	-1047.883251562683	0.2392105955749071	0.23322391085825095	-3.982588370530932
76400	-6379.534221176556	-6373.883188728203	-5.651032448352396	-1507.6176519620699	-1156.4137044612005	-2660.207448673206	-1049.6443836317274	0.2523024890081832	0.23322391085825095	-5.417808537494145
76600	-6378.636328611649	-6374.738752924724	-3.897575686924921	-1505.5380097923542	-1135.9516203358853	-2687.6614425176904	-1045.5876802787948	0.22644600565048306	0.23322391085825095	-3.6643517760666704
76800	-6383.977943799157	-6377.386821886603	-6.59112191255421	-1515.3675935744911	-1158.9500852396432	-2653.4522168102735	-1049.6169262621956	0.24477117787467706	0.23322391085825095	-6.357898001695959
77000	-6377.685215061418	-6372.152630301733	-5.532584759685159	-1510.249625018425	-1150.5673315620475	-2664.7421217024516	-1046.593552018809	0.2430965466080747	0.36322890319262885	-5.169355856492531
77200	-6373.97686300043	-6368.850411909698	-5.126451090732082	-1508.279441208068	-1147.158317234657	-2666.7665676821925	-1046.6460857847806	0.2413693805684657	0.36322890319262885	-4.763222187539453
77400	-6377.792409481708	-6373.7774030422115	-4.015006439496751	-1507.4581063563298	-1139.6190252671126	-2681.1005427882146	-1045.5997286305542	0.24413305558141896	0.36322890319262885	-3.651777536304122
77600	-6378.246579901785	-6372.4147650422165	-5.831814859568081	-1510.6419973238847	-1157.5865245031052	-2655.105077518196	-1049.081165697031	0.2556666541109343	0.36322890319262885	-5.468585956375453
77800	-6374.0964856387545	-6368.972243937547	-5.124241701207026	-1505.2988923545747	-1149.4134239902282	-2667.9482599710127	-1046.3116676217312	0.24608686967395088	0.36322890319262885	-4.761012798014398
78000	-6373.48255982656	-6368.561307251059	-4.921252575500735	-1504.8851084998464	-1147.4280031821518	-2670.0863412234426	-1046.1618543456184	0.24283665243799799	0.36322890319262885	-4.5580236723081065
78200	-6376.5468559780675	-6371.274677005672	-5.272178972395293	-1510.0938335487217	-1148.5985860070716	-2665.5274351927674	-1047.0548222571117	0.24140241499962578	0.36322890319262885	-4.908950069202665
78400	-6378.443487504868	-6372.249055749877	-6.194431754991135	-1514.8502696905791	-1157.9248091171971	-2649.054402352379	-1050.4195745897212	0.2553118297663705	0.36322890319262885	-5.831202851798507
78600	-6374.126272322677	-6368.892144772831	-5.2341275498466775	-1508.6250408310336	-1148.4794234768196	-2665.21565549478	-1046.5720249701974	0.242246598664662	0.36322890319262885	-4.870898646654049
78800	-6378.820444044064	-6373.989141894501	-4.831302149563179	-1510.8186989551864	-1142.3778102281594	-2672.7420890991584	-1048.0505436119959	0.23438200169130763	0.36322890319262885	-4.46807324637055
79000	-6378.1903680374035	-6372.63891405892	-5.551453978483642	-1509.039931785665	-1152.1932988668832	-2664.8749641347727	-1046.5307192715993	0.24889299607702328	0.36322890319262885	-5.1882250752910135
79200	-6378.974034862219	-6374.254118006538	-4.719916855680495	-1508.3544940468223	-1144.751104867651	-2675.0183185275	-1046.1302005645655	0.23693714079310785	0.2467676412860515	-4.473149214394444
79400	-6382.612681084335	-6375.932017557216	-6.6806635271192745	-1515.8392675988516	-1165.6535855291968	-2643.3977007119465	-1051.0414637172205	0.2611049229844597	0.2545502023143532	-6.426113324804922
79600	-6381.312942998799	-6374.977920967112	-6.335022031687262	-1514.7512284550937	-1158.6387643523	-2650.3012664694365	-1051.2866616902818	0.24465096593235067	0.2545502023143532	-6.080471829372909
79800	-6377.2530986268885	-6371.6282480667505	-5.6248505601381344	-1510.4867116330208	-1153.4879383995392	-2658.3393641721937	-1049.3142338619962	0.2494886277630419	0.2545502023143532	-5.370300357823782
80000	-6375.762794112494	-6370.355500669912	-5.407293442582455	-1509.006220742706	-1150.6099802300616	-2661.285063963689	-1049.4542357334547	0.2494886277630419	0.2545502023143532	-5.152743240268102
80200	-6378.060779113133	-6371.832315681009	-6.228463432123752	-1515.7125448357624	-1160.5625908046702	-2644.466652293822	-1051.0905277467555	0.2659832284606583	0.2545502023143532	-5.9739132298093995
80400	-6378.092768862951	-6372.95801215988	-5.134756703070733	-1511.138527911038	-1149.7144799535965	-2663.3671798756905	-1048.7378244195556	0.2455188579549583	0.2545502023143532	-4.88020650075638
80600	-6375.7127082978495	-6370.629476836259	-5.083231461590819	-1510.8284493508017	-1151.3501288626032	-2659.933172193764	-1048.5177264290899	0.26110195836019295	0.2545502023143532	-4.8286812592764665
80800	-6379.085483739199	-6374.01073630724	-5.074747431958686	-1504.9459271789365	-1150.5056461272648	-2669.530427780982	-1049.0287352200573	0.24745997311177895	0.2545502023143532	-4.820197229644333
81000	-6377.629117779143	-6373.259626883782	-4.369490895360331	-1507.0387501189432	-1144.4732165587566	-2672.536097634319	-1049.2115625717638	0.2508188023376545	0.2545502023143532	-4.114940693045978
81200	-6377.933239649144	-6372.195616480324	-5.737623168819556	-1510.035067702398	-1153.4945437399492	-2658.5337665965	-1050.132238441477	0.24775257406088758	0.2545502023143532	-5.483072966505203
81400	-6383.5105030739	-6379.097605139775	-4.412897934125237	-1512.629096436802	-1145.489554713389	-2672.801993879447	-1048.176960110137	0.2603720790554238	0.2545502023143532	-4.158347731810884
81600	-6381.393775854779	-6376.919458461009	-4.474317393770137	-1508.7839062377252	-1147.5786025124994	-2670.780431772676	-1049.7765179381079	0.2603720790554238	0.2545502023143532	-4.219767191455784
81800	-6376.219793250671	-6371.474712415165	-4.745080835505052	-1507.1712933016568	-1149.68973321747	-2665.910252438508	-1048.7034334575303	0.26223641034960776	0.2587659000628715	-4.486314935442181
82000	-6377.281603584512	-6372.814217834397	-4.467385750114692	-1507.3978670630272	-1146.2981332490301	-2671.199999495267	-1047.9182180270732	0.2582980098140674	0.2587659000628715	-4.208619850051821
82200	-6377.125724835634	-6371.998558648365	-5.127166187268544	-1506.078156104741	-1148.8576106744931	-2669.531811131658	-1047.5309807374729	0.24505273739652145	0.2587659000628715	-4.868400287205672
82400	-6376.570064358112	-6372.848724523057	-3.721339835054585	-1506.127044331844	-1137.2184173098105	-2682.2759507883643	-1047.2273120930392	0.2404204749682466	0.2587659000628715	-3.4625739349917133
82600	-6374.377441804903	-6369.536138778456	-4.841303026446975	-1505.8356689327215	-1149.6271521836825	-2665.0396440971335	-1049.0336735649187	0.257557518224939	0.2587659000628715	-4.5825371263841035
82800	-6376.3692523648415	-6371.915773391847	-4.453478972994552	-1503.0815794453677	-1145.313695524922	-2675.4446149869423	-1048.0758834346148	0.2466641803808241	0.2587659000628715	-4.19471307293168
83000	-6379.085915142081	-6372.87838147199	-6.207533670091176	-1511.2522420578935	-1159.0225902922634	-2652.9009205927377	-1049.702628529096	0.2511594745879352	0.2587659000628715	-5.948767770028304
83200	-6378.947094828415	-6373.728680944871	-5.218413883544798	-1508.7688000511494	-1156.3519141331587	-2660.3594403889388	-1048.2485263716242	0.26816610993836815	0.2587659000628715	-4.9596479834819265
83400	-6379.5803576118105	-6375.678670540723	-3.9016870710871876	-1504.0530684325818	-1142.3652277830047	-2682.5471100478426	-1046.7132642772938	0.25204177252661314	0.2587659000628715	-3.642921171024316
83600	-6379.749342950733	-6374.245426158102	-5.50391679263036	-1507.3845340600471	-1155.6745282530721	-2659.82651342828	-1051.3598504167032	0.25393721941691655	0.2587659000628715	-5.245150892567488
83800	-6375.831607681297	-6371.310466031196	-4.5211416501013915	-1508.225646456933	-1146.494288268316	-2669.9779188855437	-1046.612612420403	0.2547539462522069	0.2587659000628715	-4.26237575003852
84000	-6374.678764227748	-6369.796213184231	-4.882551043516284	-1509.3720750759117	-1151.6867785218094	-2660.593011107154	-1048.1443484793565	0.2671517069759269	0.2587659000628715	-4.6237851434534125
84200	-6374.129658779718	-6369.873891337116	-4.25576744260116	-1506.7544300632944	-1143.1817892031188	-2673.794298231328	-1046.1433738393753	0.250014289879609	0.2587659000628715	-3.997001542538288
84400	-6379.513384486594	-6376.243384475623	-3.2700000109705982	-1504.3728425943962	-1134.7481956147492	-2691.649742810111	-1045.4726034563669	0.24595701678440565	0.2587659000628715	-3.0112341109077265
84600	-6374.000629686327	-6368.693119531374	-5.307510154953079	-1508.9362917602568	-1151.8209806236619	-2659.5167414849107	-1048.419105662545	0.25264109200422147	0.2587659000628715	-5.048744254890208
84800	-6375.251518811971	-6371.067445814295	-4.184072997676568	-1505.3422828201396	-1143.657394282817	-2675.75103516056	-1046.3167335507787	0.25442817193389006	0.2587659000628715	-3.925307097613696
85000	-6376.049746669694	-6371.175973199579	-4.873773470114983	-1506.6060566302092	-1148.4952800758956	-2668.4210840888813	-1047.6535524045935	0.253242739996283	0.2587659000628715	-4.615007570052112
85200	-6376.356949948321	-6372.728259060269	-3.628690888051703	-1502.1336869550144	-1135.6209070726613	-2687.9344355354747	-1047.0392294971186	0.2346125539468449	0.2587659000628715	-3.3699249879888313
85400	-6376.219168817861	-6372.287896001332	-3.9312728165288124	-1504.8339691816059	-1136.2885035919376	-2685.151549111594	-1046.013874116195	0.2300382706469446	0.2587659000628715	-3.6725069164659407
85600	-6379.22446658832	-6375.440035064252	-3.7844315240679602	-1507.1001478779724	-1137.0868094041361	-2685.4444247671536	-1045.80865301499	0.23700158444786978	0.2587659000628715	-3.5256656240050885
85800	-6377.076385017788	-6371.8567224719445	-5.219662545843718	-1509.0869053308315	-1153.6098801057587	-2661.5230464878523	-1047.6368905475017	0.25854452231015196	0.2587659000628715	-4.9608966457808465
86000	-6375.312184580426	-6371.342353568203	-3.9698310122231977	-1502.0749642477692	-1140.6870520873263	-2681.8282755646064	-1046.7520616685013	0.2461654961120216	0.2587659000628715	-3.711065112160326
86200	-6379.81610933259	-6374.985300505592	-4.830808826997674	-1507.3427668957818	-1147.602964789559	-2672.518870121819	-1047.5206986984317	0.2461654961120216	0.2587659000628715	-4.572042926934802
86400	-6375.988161636186	-6371.661392238862	-4.326769397323745	-1504.789608607455	-1140.873993844025	-2680.4544411893676	-1045.5433485980147	0.23648396260655885	0.2587659000628715	-4.068003497260873
86600	-6375.191859054025	-6369.824952256385	-5.366906797640302	-1509.9164039447949	-1151.3198548087055	-2660.575424280534	-1048.0132692223501	0.24962461568067065	0.2587659000628715	-5.108140897577431
86800	-6375.831417647089	-6369.901384011599	-5.930033635490699	-1511.5932032138423	-1158.4822578305675	-2652.1718775710983	-1047.6540453960906	0.25966574038837276	0.2587659000628715	-5.671267735427827
87000	-6381.776847938823	-6376.813216258113	-4.9636316807103045	-1510.3529618248476	-1148.4410845044572	-2672.2492476639227	-1045.769922264885	0.2485385279323697	0.2587659000628715	-4.704865780647433
87200	-6383.897928767999	-6377.623543710213	-6.274385057785628	-1513.224235799449	-1163.1763857141082	-2651.83060282239	-1049.3923193742664	0.26776432461264355	0.2587659000628715	-6.015619157722757
87400	-6380.6284976019215	-6375.19983721816	-5.428660383761909	-1512.9295341537215	-1150.3129178207068	-2662.0093692224486	-1049.9480160212827	0.24073916783101737	0.2587659000628715	-5.1698944836990375
87600	-6374.959372870843	-6369.566508639409	-5.392864231433702	-1509.5018793081788	-1149.9737745036225	-2662.778263740806	-1047.3125910868011	0.23951073306405773	0.2587659000628715	-5.13409833137083
87800	-6379.603331820415	-6372.9557111870745	-6.64762063334094	-1513.3652376131806	-1163.071149785651	-2646.6403040940245	-1049.8790196942186	0.2514553055087202	0.2587659000628715	-6.388854733278069
88000	-6378.077496604897	-6373.286721123877	-4.790775481019579	-1509.0078824970017	-1143.1714065444912	-2674.9809869565092	-1046.1264451258749	0.22792883535318703	0.2587659000628715	-4.532009580956707
88200	-6379.764868523982	-6373.838515774838	-5.926352749144337	-1510.7758234546277	-1160.2949232478632	-2652.7659137574547	-1050.0018553148923	0.26521308304476454	0.2587659000628715	-5.667586849081466
88400	-6384.313491274042	-6378.697040521618	-5.6164507524238685	-1511.6211606332274	-1151.7455865763686	-2667.1643474910807	-1048.1659458209408	0.24063737846057692	0.2587659000628715	-5.357684852360997
88600	-6378.326685048905	-6374.472259990727	-3.854425058178327	-1502.9796240884616	-1137.9340436441846	-2688.375915930227	-1045.1826763278536	0.23396598893994772	0.2587659000628715	-3.5956591581154553
88800	-6383.934281058425	-6378.109112621718	-5.825168436707081	-1515.9093127676367	-1161.5164183820675	-2650.497699445179	-1050.1856820268354	0.2693850711141978	0.2587659000628715	-5.566402536644209
89000	-6381.627693745707	-6375.4164898817	-6.2112038640073735	-1516.2666277931671	-1159.50796150473	-2649.5784214575065	-1050.0634791262962	0.25966191116509457	0.2587659000628715	-5.952437963944502
89200	-6374.424597384663	-6370.042086139203	-4.3825112454594235	-1505.313283259027	-1145.0379368800138	-2672.750318153227	-1046.9405478469355	0.25219485413416554	0.2587659000628715	-4.123745345396552
89400	-6373.353082461428	-6368.604342712028	-4.748739749400479	-1507.0180775610515	-1147.1083904204397	-2666.550523262416	-1047.92735146812	0.25582537700732727	0.29482684667142645	-4.453912902729052
89600	-6374.8324927481435	-6370.879126894648	-3.9533658534955465	-1506.1948582790465	-1139.8332127856	-2678.046145411291	-1046.8049104187103	0.24640831218628548	0.29482684667142645	-3.65853900682412
89800	-6381.218249938488	-6376.838561751623	-4.379688186864926	-1510.950943353271	-1142.9978733590626	-2678.0222540509735	-1044.8674909883166	0.24640831218628548	0.29482684667142645	-4.084861340193499
90000	-6373.819719325168	-6369.557075689398	-4.2626436357705675	-1506.1399623300701	-1143.6487003443394	-2674.433575158965	-1045.3348378560236	0.25336158755029053	0.29482684667142645	-3.9678167890991407
90200	-6375.59858651543	-6371.023313240152	-4.575273275277701	-1508.8562095126474	-1145.6591806126683	-2670.751748297995	-1045.7561748168414	0.25546215889101676	0.3262268609660706	-4.24904641431163
90400	-6378.46235716335	-6373.128671236836	-5.333685926513572	-1507.20198949384	-1150.9490981802226	-2670.105214651921	-1044.8723689108526	0.24613705461907281	0.3262268609660706	-5.007459065547501
90600	-6375.957405197583	-6371.996179327877	-3.9612258697063596	-1505.4625802401706	-1138.173577736319	-2685.211518061	-1043.148503290388	0.23568955013928067	0.3262268609660706	-3.634999008740289
90800	-6375.192060274985	-6369.888197433525	-5.303862841459508	-1510.3011419402515	-1153.0360951404864	-2658.76607746069	-1047.7848828920971	0.25935028425616447	0.3262268609660706	-4.977635980493437
91000	-6381.183411798473	-6377.118029416608	-4.065382381865146	-1507.7518760766916	-1145.803026770563	-2675.1168660609637	-1048.4462605083893	0.2656396745681309	0.2893183723026059	-3.77606400956254
