#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:SimTree_3Taxa" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:SimTree_3Taxa" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:SimTree_3Taxa" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:SimTree_3Taxa" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:SimTree_3Taxa">
#                    <taxonset id="TaxonSet.SimTree_3Taxa" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:SimTree_3Taxa" name="distribution">
#            <parameter id="gammaShape.s:SimTree_3Taxa" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="PopSizePrior.t:SimTree_3Taxa" name="distribution" x="@popSize.t:SimTree_3Taxa">
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean">0.33</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@SimTree_3Taxa" id="treeLikelihood.SimTree_3Taxa" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:SimTree_3Taxa">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SimTree_3Taxa" shape="@gammaShape.s:SimTree_3Taxa" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:SimTree_3Taxa" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SimTree_3Taxa" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:SimTree_3Taxa" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:SimTree_3Taxa" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:SimTree_3Taxa" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape	popSize	CoalescentConstant
89	-4249.983239383298	-4248.316450823678	-1.6667885596194743	-4248.316450823678	0.7211421790616219	1.0	0.3	-0.8663602750501764
90	-4261.537576411518	-4256.753114940066	-4.784461471452454	-4256.753114940066	1.6897073206441764	1.0	0.3	-3.984033186883156
91	-4090.2345419720896	-4084.213587239587	-6.020954732502488	-4084.213587239587	1.8238249294829851	1.0	0.3	-5.22052644793319
92	-5026.553601905275	-5023.791819942777	-2.761781962498709	-5023.791819942777	1.192240052528954	1.0	0.3	-1.961353677929411
93	-4992.1774332657205	-4981.951093027474	-10.226340238246651	-4981.951093027474	3.409811460379998	1.0	0.3	-9.425911953677353
94	-4996.321609018789	-4997.035811540345	0.7142025215562783	-4997.035811540345	0.10291314222429605	1.0	0.3	1.5146308061255762
95	-4057.3467447512803	-4049.6931674636953	-7.653577287584776	-4049.6931674636953	2.202893415963318	1.0	0.3	-6.853149003015478
96	-4169.002992376436	-4161.296562736466	-7.706429639970727	-4161.296562736466	1.67306162932974	1.0	0.3	-6.906001355401429
97	-4230.686131202919	-4221.136516498605	-9.549614704313873	-4221.136516498605	2.431516523617926	1.0	0.3	-8.749186419744575
98	-5198.305025224794	-5198.555085183934	0.250059959139998	-5198.555085183934	0.3241185192112576	1.0	0.3	1.050488243709296
99	-4419.366752426537	-4418.516619913875	-0.8501325126618747	-4418.516619913875	0.5788364048090526	1.0	0.3	-0.049704228092576797
100	-4692.059373839608	-4687.66513889267	-4.394234946937996	-4687.66513889267	1.5724649857323734	1.0	0.3	-3.5938066623686984
101	-4390.1791579823375	-4383.114357658053	-7.064800324284518	-4383.114357658053	2.106684138440036	1.0	0.3	-6.26437203971522
102	-4608.844647916412	-4608.081178591687	-0.7634693247253755	-4608.081178591687	0.4642770981855641	1.0	0.3	0.03695895984392239
103	-4134.485939974664	-4131.1246426723665	-3.3612973022977695	-4131.1246426723665	1.102925671174208	1.0	0.3	-2.5608690177284714
104	-4164.190042791126	-4160.592918689245	-3.597124101880624	-4160.592918689245	0.542822623199939	1.0	0.3	-2.796695817311326
105	-5970.380855956709	-5971.702267117336	1.3214111606273538	-5971.702267117336	0.03182406280317028	1.0	0.3	2.1218394451966516
106	-4306.347917422242	-4302.783549537695	-3.5643678845468987	-4302.783549537695	0.9818839882737256	1.0	0.3	-2.7639395999776006
107	-5099.791618556155	-5099.4163005423425	-0.37531801381273755	-5099.4163005423425	0.5638965330796062	1.0	0.3	0.4251102707565604
108	-5263.937293058377	-5263.448169833586	-0.489123224790982	-5263.448169833586	0.5539055252165999	1.0	0.3	0.3113050597783159
109	-4113.826266161714	-4104.895115610739	-8.931150550975042	-4104.895115610739	2.7472913661234375	1.0	0.3	-8.130722266405744
110	-4099.252608523945	-4095.318219426875	-3.934389097069645	-4095.318219426875	1.2003821485921327	1.0	0.3	-3.133960812500347
111	-4463.723546792009	-4457.380744764891	-6.342802027118957	-4457.380744764891	1.9845872166861083	1.0	0.3	-5.542373742549659
112	-4930.3356645734275	-4929.213756161938	-1.1219084114888347	-4929.213756161938	0.7757360948478299	1.0	0.3	-0.32148012691953687
113	-5564.962558021214	-5555.187108038761	-9.775449982452876	-5555.187108038761	3.361121667101115	1.0	0.3	-8.975021697883578
114	-4941.999803872991	-4941.675730667861	-0.32407320513015514	-4941.675730667861	0.45027034159124973	1.0	0.3	0.4763550794391428
