#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:SimTree" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:SimTree" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:SimTree" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:SimTree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:SimTree">
#                    <taxonset id="TaxonSet.SimTree" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:SimTree" name="distribution">
#            <parameter id="gammaShape.s:SimTree" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="PopSizePrior.t:SimTree" name="distribution" x="@popSize.t:SimTree">
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean">0.33</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@SimTree" id="treeLikelihood.SimTree" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:SimTree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SimTree" shape="@gammaShape.s:SimTree" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:SimTree" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SimTree" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:SimTree" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:SimTree" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:SimTree" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape	popSize	CoalescentConstant
68	-39028.00236866304	-38984.98179151538	-43.02057714765261	-38984.98179151538	2.3982712805286788	1.0	0.3	-42.22014886308331
69	-33640.22938268584	-33561.697007097915	-78.5323755879187	-33561.697007097915	4.055655631210282	1.0	0.3	-77.7319473033494
70	-37149.10440351771	-37119.71485400242	-29.389549515290074	-37119.71485400242	2.0070413757831727	1.0	0.3	-28.589121230720778
71	-39408.63724902652	-39385.36184022414	-23.275408802379676	-39385.36184022414	0.7500445648084164	1.0	0.3	-22.47498051781038
72	-35322.37741661172	-35273.78014395563	-48.59727265609709	-35273.78014395563	0.8136790110797715	1.0	0.3	-47.79684437152779
73	-39663.13390536214	-39618.23101458513	-44.90289077701133	-39618.23101458513	3.1409447753452038	1.0	0.3	-44.10246249244203
74	-37948.483999776785	-37929.99927421096	-18.484725565822007	-37929.99927421096	0.8788674654916502	1.0	0.3	-17.68429728125271
75	-35622.817498219476	-35585.50269530597	-37.31480291350504	-35585.50269530597	2.886299747570167	1.0	0.3	-36.51437462893574
76	-36016.76230063716	-35988.85511141618	-27.907189220972935	-35988.85511141618	1.7856475734054396	1.0	0.3	-27.10676093640364
77	-43481.7538964272	-43455.651251350806	-26.102645076396602	-43455.651251350806	1.3694136861858743	1.0	0.3	-25.302216791827306
78	-38772.311377143866	-38723.52334991981	-48.78802722405527	-38723.52334991981	2.5219751918211326	1.0	0.3	-47.98759893948597
79	-40993.41140947137	-40955.244137160604	-38.16727231076785	-40955.244137160604	1.1200095798277776	1.0	0.3	-37.36684402619855
80	-37035.43997208366	-37001.18872185993	-34.251250223729876	-37001.18872185993	1.2288395652217312	1.0	0.3	-33.450821939160576
81	-35564.22045005253	-35521.339693062604	-42.88075698992551	-35521.339693062604	1.1492137509815197	1.0	0.3	-42.08032870535621
82	-33465.10272561275	-33422.77900257657	-42.32372303617829	-33422.77900257657	0.8156627925399478	1.0	0.3	-41.523294751608994
83	-41195.055663836945	-41167.41227194581	-27.643391891135284	-41167.41227194581	3.573452507659484	1.0	0.3	-26.842963606565988
84	-36432.63516248515	-36399.608948011526	-33.02621447362925	-36399.608948011526	1.5770514974198724	1.0	0.3	-32.22578618905995
85	-39873.10986640132	-39856.861221673964	-16.24864472735325	-39856.861221673964	0.7457615266217608	1.0	0.3	-15.448216442783952
86	-38566.457649212316	-38534.35547996073	-32.10216925158775	-38534.35547996073	2.523990127365101	1.0	0.3	-31.301740967018453
87	-38597.662942430376	-38564.183255679745	-33.47968675063072	-38564.183255679745	0.897648252636031	1.0	0.3	-32.67925846606142
88	-38486.14099094159	-38437.883181853846	-48.25780908774678	-38437.883181853846	4.614481397817308	1.0	0.3	-47.45738080317748
89	-35450.549126944825	-35415.64203852038	-34.907088424441966	-35415.64203852038	0.9802055332489957	1.0	0.3	-34.106660139872666
90	-38800.34643225124	-38776.71545868537	-23.630973565862504	-38776.71545868537	1.8618395600649968	1.0	0.3	-22.830545281293208
91	-31915.707875216965	-31862.954547832855	-52.7533273841125	-31862.954547832855	3.5707860242568725	1.0	0.3	-51.9528990995432
92	-33147.606205428965	-33109.22109899989	-38.385106429068685	-33109.22109899989	1.2363650036383103	1.0	0.3	-37.584678144499385
93	-37605.83925374058	-37557.10780826735	-48.731445473236285	-37557.10780826735	0.9905131490561642	1.0	0.3	-47.931017188666985
94	-38583.20158542547	-38542.44349402682	-40.75809139865609	-38542.44349402682	3.4629035666425176	1.0	0.3	-39.95766311408679
95	-38976.836134001285	-38942.88840243392	-33.94773156736256	-38942.88840243392	1.7227672869388828	1.0	0.3	-33.14730328279326
96	-35515.937788423966	-35469.74790640994	-46.18988201402602	-35469.74790640994	1.063428589839236	1.0	0.3	-45.38945372945672
97	-37271.85219267676	-37216.21557638578	-55.63661629097878	-37216.21557638578	1.6659517608811234	1.0	0.3	-54.83618800640948
98	-34999.746139677634	-34971.57113392211	-28.175005755525387	-34971.57113392211	1.1633800533454122	1.0	0.3	-27.37457747095609
99	-39616.11318134515	-39585.71503696375	-30.398144381397525	-39585.71503696375	2.003813518989882	1.0	0.3	-29.59771609682823
100	-34886.63561308493	-34826.58660184411	-60.049011240819496	-34826.58660184411	1.0520445491884483	1.0	0.3	-59.248582956250196
101	-33341.36150531669	-33301.52344801736	-39.83805729932767	-33301.52344801736	2.1556719730325833	1.0	0.3	-39.03762901475837
102	-39503.55061650533	-39464.94023265625	-38.61038384908394	-39464.94023265625	2.5364828591614645	1.0	0.3	-37.80995556451464
103	-35155.38442365672	-35094.376262843674	-61.00816081304117	-35094.376262843674	1.9605720669251698	1.0	0.3	-60.20773252847187
104	-36233.31041648982	-36195.15905517767	-38.151361312152346	-36195.15905517767	0.7724086188436476	1.0	0.3	-37.35093302758305
105	-36667.00131783475	-36619.99296319982	-47.00835463493426	-36619.99296319982	0.9753876744206365	1.0	0.3	-46.20792635036496
